Arizona,ARI,9017,Detroit,DET,9020,27,27,477,80,27,45,361,3,3,24,4,32,116,0,4,6,0,0,0,2,2,0,0,0,1,1,7,35,1,1,4,4,21,3,16,2,9,22,0,0,30:37,0,0,0,0,17,0,7,3,387,82,29,54,275,2,5,33,23,112,0,1,2,
Atlanta,ATL,9024,Minnesota,MIN,9022,12,28,269,49,8,10,97,1,1,1,0,38,172,3,3,8,0,0,0,1,0,0,0,0,0,2,9,78,0,0,0,0,27,5,16,6,2,8,2,2,30:13,0,0,0,14,7,7,0,0,345,67,33,46,272,2,4,32,17,73,0,3,3,
Baltimore,BAL,9030,Miami,MIA,9002,59,10,200,47,15,32,179,1,3,11,9,12,21,0,4,13,2,14,0,0,1,0,0,0,0,0,4,40,8,8,1,1,31,10,17,4,7,11,2,2,40:07,0,0,0,0,10,0,0,0,643,73,23,26,378,6,1,1,46,265,2,3,7,
Buffalo,BUF,9000,NY Jets,NYJ,9004,17,16,223,66,28,41,155,1,4,20,8,21,68,0,3,4,0,0,0,0,1,3,0,0,0,0,7,55,2,2,1,1,23,8,11,4,5,10,0,1,27:59,0,0,0,6,0,10,0,0,370,63,24,37,242,1,1,12,25,128,1,2,4,
Carolina,CAR,9028,LA Rams,LAR,9025,27,30,349,72,23,39,183,1,1,3,6,32,166,2,2,6,1,0,0,0,0,0,0,0,0,0,6,46,3,3,2,3,21,8,13,0,5,11,0,0,26:44,0,0,0,0,13,10,7,0,343,64,25,38,216,0,3,23,23,127,3,2,6,
Chicago,CHI,9019,Green Bay,GB,9021,3,10,213,57,18,30,166,1,5,37,5,22,47,0,3,5,0,0,0,1,0,0,0,0,0,0,10,107,0,0,1,1,16,3,10,3,3,15,0,2,28:57,0,0,0,0,7,0,3,0,254,65,26,45,208,0,5,20,15,46,0,1,2,
Cincinnati,CIN,9005,Seattle,SEA,9013,20,21,232,49,14,20,160,2,4,35,0,25,72,1,3,8,0,0,0,1,1,11,0,0,0,0,7,57,2,2,2,3,22,1,18,3,6,15,0,1,35:50,0,0,0,0,14,0,7,0,429,70,35,51,395,2,5,23,14,34,0,4,6,
Cleveland,CLE,9006,Tennessee,TEN,9007,13,43,339,56,14,24,216,3,4,32,3,28,123,1,2,2,0,0,0,0,0,0,0,0,0,0,18,182,1,2,0,0,19,4,13,2,1,10,0,2,30:42,0,0,0,3,9,10,21,0,346,63,25,38,244,1,5,41,20,102,1,1,3,
Dallas,DAL,9014,NY Giants,NYG,9015,35,17,470,66,33,48,319,1,1,4,5,17,151,1,1,2,0,0,0,3,2,0,0,0,0,0,6,47,5,5,0,0,23,4,18,1,6,10,0,0,32:18,0,0,0,7,0,3,7,0,494,62,25,32,405,4,0,0,30,89,1,2,6,
Denver,DEN,9009,Oakland,OAK,9011,16,24,357,54,22,26,259,1,0,0,3,28,98,2,2,3,0,0,0,0,0,0,0,0,0,0,6,44,1,1,3,4,18,4,11,3,6,13,0,0,27:15,0,0,0,7,7,0,10,0,344,57,21,31,249,1,3,19,23,95,0,2,7,
