Arizona,ARI,9017,New Orleans,NO,9026,31,19,408,70,30,48,354,1,2,1,4,20,54,0,2,6,1,10,0,0,0,0,0,0,0,0,5,30,4,4,1,1,25,7,13,5,5,10,0,0,26:36,0,0,0,3,7,3,6,0,427,57,19,32,307,3,0,0,25,120,1,4,5,
Atlanta,ATL,9024,Philadelphia,PHI,9016,26,24,399,68,36,52,336,1,0,0,5,16,63,2,1,12,2,3,0,0,0,0,0,0,0,0,7,57,2,2,4,4,21,3,16,2,4,14,0,0,35:27,0,0,0,0,3,14,7,0,395,70,23,34,290,2,1,8,35,105,0,6,19,
Baltimore,BAL,9030,Denver,DEN,9009,13,19,219,69,24,40,150,0,4,25,6,25,69,0,3,6,1,24,1,0,0,0,0,0,0,0,3,15,1,1,2,2,11,6,4,1,2,13,1,1,22:43,1,0,0,6,3,7,3,0,173,57,18,32,100,0,2,17,23,73,0,3,3,I024
Buffalo,BUF,9000,Indianapolis,IND,9001,27,14,304,68,26,49,240,2,2,3,12,17,64,0,0,0,2,53,0,0,1,0,0,0,0,0,11,113,3,3,2,2,15,7,7,1,5,13,0,0,30:56,0,0,0,0,0,8,6,0,342,55,14,19,195,1,0,0,36,147,2,8,21,
Carolina,CAR,9028,Jacksonville,JAC,9029,20,9,265,66,22,40,169,1,5,14,6,21,96,0,3,4,2,31,1,1,1,0,0,0,0,0,3,22,2,2,2,4,17,6,10,1,8,17,1,1,34:06,1,0,0,3,6,0,0,0,263,68,18,31,158,1,2,17,35,105,0,3,13,I030
Chicago,CHI,9019,Green Bay,GB,9021,23,31,322,53,18,23,189,3,0,0,1,30,133,1,2,2,0,0,0,0,0,0,0,0,0,0,6,64,2,2,3,3,25,10,12,3,11,17,2,3,31:52,0,0,0,7,3,7,14,0,402,71,18,36,213,1,2,12,33,189,1,1,1,
Cincinnati,CIN,9005,Oakland,OAK,9011,33,13,246,61,30,43,183,2,2,20,3,16,63,0,0,0,1,0,0,2,1,0,0,0,0,0,6,50,3,4,2,2,22,7,13,2,4,13,1,1,32:32,0,0,0,0,0,0,13,0,396,65,25,34,269,2,0,0,31,127,2,2,3,
Cleveland,CLE,9006,NY Jets,NYJ,9004,10,31,333,60,15,24,179,2,0,0,4,36,154,2,1,3,1,0,0,0,0,0,0,0,0,0,12,109,1,1,1,1,15,5,10,0,8,16,1,2,31:40,0,0,0,0,14,10,7,0,321,63,18,32,217,1,3,14,28,104,0,3,6,
Dallas,DAL,9014,NY Giants,NYG,9015,27,26,289,61,20,36,190,0,1,3,2,24,99,1,3,8,0,0,0,0,0,0,0,0,0,0,3,35,3,3,2,2,27,4,21,2,6,11,0,0,37:10,0,0,0,3,10,3,10,0,436,68,36,45,356,3,0,0,23,80,0,1,2,
Denver,DEN,9009,Baltimore,BAL,9030,19,13,173,57,18,32,100,0,2,17,7,23,73,0,3,3,2,51,1,0,0,0,0,0,0,0,8,45,1,1,4,4,16,4,11,1,8,18,0,0,37:17,1,0,0,0,3,10,0,0,219,69,24,40,150,0,4,25,25,69,0,3,6,I051
Detroit,DET,9020,San Diego,SD,9012,28,33,483,74,35,42,388,2,2,16,2,30,95,2,3,5,2,31,1,1,1,0,0,0,0,0,4,29,4,4,0,0,16,2,12,2,3,10,0,0,21:48,1,0,0,3,7,10,13,0,302,47,19,30,233,2,1,13,16,69,1,2,3,I031
Green Bay,GB,9021,Chicago,CHI,9019,31,23,402,71,18,36,213,1,2,12,5,33,189,1,1,1,1,42,0,0,0,0,0,0,0,0,10,74,4,4,1,1,21,10,10,1,6,10,1,1,28:08,0,0,0,3,10,3,7,0,322,53,18,23,189,3,0,0,30,133,1,2,2,
Houston,HOU,9031,Kansas City,KC,9010,20,27,330,67,22,33,233,3,2,10,3,32,97,0,5,9,0,0,0,0,0,0,0,0,1,1,6,39,1,2,2,2,24,6,17,1,3,14,0,1,24:41,0,0,0,14,13,0,0,0,396,73,26,47,298,2,5,36,21,98,0,1,2,
Indianapolis,IND,9001,Buffalo,BUF,9000,14,27,342,55,14,19,195,1,0,0,3,36,147,2,8,21,0,0,0,1,0,0,0,0,1,2,5,49,1,2,0,1,23,5,16,2,8,15,1,2,29:04,0,0,0,7,10,7,3,0,304,68,26,49,240,2,2,3,17,64,0,0,0,
Jacksonville,JAC,9029,Carolina,CAR,9028,9,20,263,68,18,31,158,1,2,17,5,35,105,0,3,13,1,19,0,0,0,0,0,0,0,0,3,25,0,1,1,2,18,6,12,0,3,12,1,2,25:54,0,0,0,3,7,7,3,0,265,66,22,40,169,1,5,14,21,96,0,3,4,
Kansas City,KC,9010,Houston,HOU,9031,27,20,396,73,26,47,298,2,5,36,7,21,98,0,1,2,1,0,0,1,1,0,0,0,0,0,2,25,3,3,2,3,19,7,12,0,3,13,0,0,35:19,0,0,0,6,3,0,11,0,330,67,22,33,233,3,2,10,32,97,0,5,9,
Miami,MIA,9002,Washington,WAS,9018,17,10,349,69,21,31,188,1,1,8,4,37,161,0,3,6,2,2,0,0,0,0,0,0,0,0,6,39,2,2,1,1,19,5,12,2,5,12,0,1,22:06,0,0,0,3,7,0,0,0,256,55,22,34,182,1,3,44,18,74,0,1,6,P069
Minnesota,MIN,9022,San Francisco,SF,9027,3,20,395,66,17,26,165,0,1,0,1,39,230,2,1,4,0,0,0,0,1,0,0,0,0,0,5,25,0,0,1,2,17,5,11,1,1,9,0,2,26:58,0,0,0,0,7,3,10,0,248,54,23,32,177,0,5,54,17,71,0,0,0,
New England,NE,9003,Pittsburgh,PIT,9008,28,21,464,66,26,38,330,1,3,21,1,25,134,1,3,3,1,0,0,0,0,0,0,0,0,0,7,64,4,4,0,0,26,5,19,2,7,11,0,0,27:55,0,0,0,0,3,8,10,0,361,58,25,32,281,4,2,7,24,80,0,2,5,
New Orleans,NO,9026,Arizona,ARI,9017,19,31,427,57,19,32,307,3,0,0,8,25,120,1,4,5,0,0,0,1,1,0,0,0,0,0,7,73,1,1,4,4,18,4,12,2,7,18,0,1,33:24,0,0,0,7,7,3,14,0,408,70,30,48,354,1,2,1,20,54,0,2,6,
NY Giants,NYG,9015,Dallas,DAL,9014,26,27,436,68,36,45,356,3,0,0,5,23,80,0,1,2,2,20,0,2,1,0,1,0,0,0,5,44,2,2,4,4,18,6,10,2,6,14,0,0,22:50,1,0,0,3,3,7,14,0,289,61,20,36,190,0,1,3,24,99,1,3,8,F057
NY Jets,NYJ,9004,Cleveland,CLE,9006,31,10,321,63,18,32,217,1,3,14,3,28,104,0,3,6,1,18,0,3,4,0,0,0,0,0,4,30,4,4,1,1,18,9,9,0,7,13,0,1,28:20,0,0,0,0,10,0,0,0,333,60,15,24,179,2,0,0,36,154,2,1,3,
